StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait
,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-01_15-27-11.737388786,1525181231.738948921,39.039026,2018-05-01_15-27-11.988932991,1525181231.990430758,0.04,0.04,0.05,264815946674,568417109879388,1007356407,1081876779,1053419896,1049488540,0,0,0,0,294012,27,9948290,254340457,29916,0,3282768,0,44510,0,32805052,29222556,30445944,948,1578032
2018-05-01_15-27-42.027080566,1525181262.028647309,39.040523,2018-05-01_15-27-42.278607425,1525181262.280125740,0.02,0.04,0.05,264815947866,568417109881400,1007356411,1081876779,1053419906,1049488540,0,0,0,0,294041,27,9948300,254364637,29917,0,3282768,0,44511,0,32805052,29222772,30445896,948,1578028
2018-05-01_15-28-12.317488097,1525181292.319081000,39.051927,2018-05-01_15-28-12.569395139,1525181292.570988570,0.01,0.03,0.05,264815949352,568417109883206,1007356424,1081876779,1053419906,1049488540,0,0,0,0,294071,27,9948311,254388811,29920,0,3282768,0,44512,0,32805052,29222404,30445500,948,1578024
2018-05-01_15-28-42.607924069,1525181322.609526560,39.010690,2018-05-01_15-28-42.859629466,1525181322.861144706,0.01,0.03,0.05,264815950250,568417109884232,1007356428,1081876779,1053419906,1049488560,0,0,0,0,294107,27,9948320,254412981,29924,0,3282768,0,44519,0,32805052,29222984,30446604,948,1578024
2018-05-01_15-29-12.898333834,1525181352.899903813,39.036899,2018-05-01_15-29-13.149991063,1525181353.151537520,0.00,0.03,0.05,264815951442,568417109885616,1007356432,1081876799,1053419906,1049488560,0,0,0,0,294136,27,9948331,254437161,29924,0,3282768,0,44519,0,32805052,29222988,30446104,948,1578024
2018-05-01_15-29-43.188689615,1525181383.190276488,39.069916,2018-05-01_15-29-43.440220455,1525181383.441732304,0.00,0.02,0.05,264815952634,568417109887000,1007356454,1081876799,1053419906,1049488560,0,0,0,0,294165,27,9948340,254461341,29926,0,3282768,0,44520,0,32805052,29222692,30446332,948,1578024
2018-05-01_15-30-13.478535317,1525181413.480110731,39.062178,2018-05-01_15-30-13.730238462,1525181413.731763534,0.00,0.02,0.05,264815953826,568417109888384,1007356458,1081876799,1053419926,1049488560,0,0,0,0,294201,27,9948352,254485514,29926,0,3282768,0,44526,0,32805052,29222468,30446116,948,1578032
2018-05-01_15-30-43.768557575,1525181443.770132982,39.012344,2018-05-01_15-30-44.020107641,1525181444.021618665,0.00,0.02,0.05,264815955018,568417109889768,1007356462,1081876809,1053419926,1049488560,0,0,0,0,294229,27,9948361,254509697,29926,0,3282768,0,44526,0,32805052,29222756,30446364,948,1578036
2018-05-01_15-31-14.058504009,1525181474.060074605,39.035596,2018-05-01_15-31-14.310040260,1525181474.311556528,0.00,0.02,0.05,264815956210,568417109891088,1007356466,1081876809,1053419926,1049488570,0,0,0,0,294259,27,9948372,254533876,29927,0,3282768,0,44527,0,32805052,29223464,30446596,948,1578036
2018-05-01_15-31-44.348389275,1525181504.349975842,39.035833,2018-05-01_15-31-44.599961699,1525181504.601464409,0.00,0.01,0.05,264815957402,568417109892536,1007356470,1081876819,1053419926,1049488570,0,0,0,0,294287,27,9948382,254558059,29927,0,3282769,0,44527,0,32805052,29222188,30445044,948,1578036
2018-05-01_15-32-14.638834025,1525181534.640417382,39.036860,2018-05-01_15-32-14.890841930,1525181534.892393517,0.00,0.01,0.05,264815958594,568417109893920,1007356474,1081876819,1053419926,1049488580,0,0,0,0,294318,27,9948395,254582236,29928,0,3282769,0,44528,0,32805052,29207784,30430888,948,1578044
2018-05-01_15-32-44.929774618,1525181564.931393610,39.068102,2018-05-01_15-32-45.181833895,1525181565.183382337,0.00,0.01,0.05,264815959786,568417109895920,1007356496,1081876819,1053419926,1049488580,0,0,0,0,294359,27,9948407,254606402,29929,0,3282769,0,44539,0,32805052,29207764,30430876,948,1578048
2018-05-01_15-33-15.220848551,1525181595.222436843,39.059317,2018-05-01_15-33-15.472673170,1525181595.474204917,0.00,0.01,0.05,264815960978,568417109898728,1007356500,1081876819,1053419946,1049488580,0,0,0,0,294388,27,9948418,254630582,29930,0,3282769,0,44540,0,32805052,29207056,30430208,948,1578056
2018-05-01_15-33-45.511702459,1525181625.513316990,39.041187,2018-05-01_15-33-45.763789185,1525181625.765316160,0.00,0.01,0.05,264815962170,568417109902152,1007356504,1081876819,1053419946,1049488599,0,0,0,0,294424,27,9948429,254654749,29935,0,3282769,0,44545,0,32805052,29207156,30430020,948,1578064
2018-05-01_15-34-15.802754036,1525181655.804365279,39.054259,2018-05-01_15-34-16.055141042,1525181656.056675201,0.00,0.01,0.05,264815963362,568417109904874,1007356514,1081876839,1053419946,1049488602,0,0,0,0,294461,27,9948443,254678917,29937,0,3282769,0,44551,0,32805052,29206388,30430532,948,1578068
2018-05-01_15-34-46.093589465,1525181686.095172698,39.028917,2018-05-01_15-34-46.345109932,1525181686.346643661,0.00,0.01,0.05,264815964554,568417109907652,1007356521,1081876839,1053419956,1049488602,0,0,0,0,294490,27,9948453,254703094,29940,0,3282769,0,44552,0,32805052,29208368,30431512,948,1578068
2018-05-01_15-35-16.383752928,1525181716.385314572,39.062363,2018-05-01_15-35-16.635179680,1525181716.636736234,0.00,0.01,0.05,264815965746,568417109910730,1007356534,1081876839,1053419956,1049488602,0,0,0,0,294524,27,9948466,254727266,29941,0,3282769,0,44557,0,32805052,29220904,30444304,948,1578060
2018-05-01_15-35-46.674405550,1525181746.676019352,39.051709,2018-05-01_15-35-46.926298681,1525181746.927843131,0.00,0.01,0.05,264815966938,568417109912806,1007356538,1081876839,1053419977,1049488602,0,0,0,0,294554,27,9948475,254751445,29942,0,3282769,0,44558,0,32805052,29219580,30443528,948,1578064
2018-05-01_15-36-16.965261509,1525181776.966846059,39.056266,2018-05-01_15-36-17.217391055,1525181777.219016125,0.00,0.01,0.05,264815968130,568417109914190,1007356561,1081876839,1053419977,1049488602,0,0,0,0,294584,27,9948486,254775623,29945,0,3282770,0,44559,0,32805052,29221652,30444504,948,1578064
2018-05-01_15-36-47.256664738,1525181807.258285255,39.038483,2018-05-01_15-36-47.508689838,1525181807.510212229,0.00,0.01,0.05,264815969322,568417109915574,1007356565,1081876839,1053419977,1049488612,0,0,0,0,294619,27,9948496,254799793,29950,0,3282770,0,44566,0,32805052,29221036,30444428,948,1578064
2018-05-01_15-37-17.547366391,1525181837.548961041,39.038042,2018-05-01_15-37-17.799118733,1525181837.800638362,0.00,0.01,0.05,264815970514,568417109916894,1007356569,1081876849,1053419977,1049488612,0,0,0,0,294648,27,9948508,254823973,29950,0,3282770,0,44567,0,32805052,29221276,30444704,948,1578068
2018-05-01_15-37-47.838035249,1525181867.839621478,39.039840,2018-05-01_15-37-48.089998446,1525181868.091537384,0.00,0.01,0.05,264815971706,568417109918342,1007356582,1081876849,1053419977,1049488612,0,0,0,0,294677,27,9948518,254848153,29952,0,3282770,0,44567,0,32805052,29220708,30444124,948,1578068
2018-05-01_15-38-18.128600253,1525181898.130193430,39.044375,2018-05-01_15-38-18.380571117,1525181898.382119070,0.00,0.01,0.05,264815972898,568417109919726,1007356586,1081876849,1053419987,1049488612,0,0,0,0,294706,27,9948528,254872331,29954,0,3282770,0,44568,0,32805052,29221012,30444116,948,1578068
2018-05-01_15-38-48.419160243,1525181928.420759931,39.033353,2018-05-01_15-38-48.670910918,1525181928.672435538,0.00,0.01,0.05,264815974090,568417109921110,1007356590,1081876869,1053419987,1049488612,0,0,0,0,294735,27,9948537,254896515,29954,0,3282770,0,44569,0,32805052,29222328,30445200,948,1578068
2018-05-01_15-39-18.709374968,1525181958.710957969,39.050642,2018-05-01_15-39-18.961065606,1525181958.962602161,0.00,0.01,0.05,264815975282,568417109922494,1007356594,1081876869,1053419987,1049488632,0,0,0,0,294765,27,9948548,254920697,29954,0,3282770,0,44569,0,32805052,29221756,30444924,948,1578068
2018-05-01_15-39-48.999834660,1525181989.001383917,39.045374,2018-05-01_15-39-49.251367388,1525181989.252884481,0.00,0.01,0.05,264815976474,568417109923878,1007356598,1081876869,1053420007,1049488632,0,0,0,0,294793,27,9948556,254944881,29954,0,3282771,0,44570,0,32805052,29222684,30445772,948,1578068
2018-05-01_15-40-19.289708079,1525182019.291324785,39.047375,2018-05-01_15-40-19.541418053,1525182019.542943764,0.00,0.01,0.05,264815977666,568417109925198,1007356620,1081876869,1053420007,1049488632,0,0,0,0,294832,27,9948570,254969050,29954,0,3282771,0,44576,0,32805052,29207996,30431180,948,1578084
2018-05-01_15-40-49.580567564,1525182049.582189616,39.061072,2018-05-01_15-40-49.832755822,1525182049.834302132,0.00,0.01,0.05,264815978858,568417109927582,1007356624,1081876869,1053420007,1049488646,0,0,0,0,294873,27,9948582,254993211,29960,0,3282771,0,44588,0,32805052,29206992,30430168,948,1578092
2018-05-01_15-41-19.871471365,1525182079.873073175,39.045272,2018-05-01_15-41-20.123066202,1525182080.124398324,0.00,0.01,0.05,264815980050,568417109930070,1007356628,1081876879,1053420007,1049488648,0,0,0,0,294907,27,9948595,255017387,29960,0,3282771,0,44589,0,32805052,29200316,30423776,948,1578092
2018-05-01_15-41-50.162040935,1525182110.163647547,39.051752,2018-05-01_15-41-50.414246868,1525182110.415786560,0.00,0.01,0.05,264815981242,568417109933148,1007356641,1081876879,1053420007,1049488648,0,0,0,0,294956,27,9948608,255041543,29965,0,3282771,0,44595,0,32805052,29198952,30422080,948,1578100
2018-05-01_15-42-20.452939794,1525182140.454547422,39.060219,2018-05-01_15-42-20.704682020,1525182140.706220554,0.00,0.01,0.05,264815982434,568417109936160,1007356645,1081876879,1053420017,1049488648,0,0,0,0,294992,27,9948623,255065711,29968,0,3282771,0,44600,0,32805052,29198620,30422108,948,1578108
