StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,so
ftirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-01_15-27-13.122473068,1525181233.124013301,2018-05-01_15-27-13.127289381,1525181233.128752566,0.04,0.05,0.05,567877761223614,248264958608,845421191,1226506899,1074269059,1048710133,0,0,0,0,356637,24,11265154,250386280,3212,0,7260475,0,0,0,32805052,31669560,31594004,948,286092
2018-05-01_15-27-43.164673242,1525181263.166220982,2018-05-01_15-27-43.169534696,1525181263.171024409,0.02,0.04,0.05,567877761225622,248264959752,845421192,1226506910,1074269060,1048710133,0,0,0,0,356662,24,11265158,250410281,3212,0,7260475,0,0,0,32805052,31669480,31593124,948,286092
2018-05-01_15-28-13.207112969,1525181293.208647824,2018-05-01_15-28-13.211951106,1525181293.213432501,0.01,0.04,0.05,567877761226946,248264960896,845421193,1226506910,1074269060,1048710156,0,0,0,0,356687,24,11265164,250434282,3212,0,7260475,0,0,0,32805052,31668112,31592012,948,286084
2018-05-01_15-28-43.249582692,1525181323.251093944,2018-05-01_15-28-43.254389212,1525181323.255904062,0.01,0.04,0.05,567877761228270,248264962040,845421194,1226506910,1074269082,1048710157,0,0,0,0,356712,24,11265168,250458284,3212,0,7260475,0,0,0,32805052,31668316,31592496,948,286084
2018-05-01_15-29-13.292001833,1525181353.293571199,2018-05-01_15-29-13.296958063,1525181353.298476178,0.01,0.03,0.05,567877761229594,248264963184,845421205,1226506910,1074269082,1048710157,0,0,0,0,356737,24,11265173,250482285,3212,0,7260475,0,0,0,32805052,31667864,31592024,948,286084
2018-05-01_15-29-43.334823027,1525181383.336227916,2018-05-01_15-29-43.339207487,1525181383.340521050,0.00,0.03,0.05,567877761230576,248264964046,845421206,1226506910,1074269100,1048710157,0,0,0,0,356755,24,11265176,250506292,3212,0,7260475,0,0,0,32805052,31669636,31593556,948,286084
2018-05-01_15-30-13.373309818,1525181413.374836540,2018-05-01_15-30-13.378173113,1525181413.379664303,0.00,0.03,0.05,567877761230918,248264964328,845421206,1226506910,1074269105,1048710157,0,0,0,0,356766,24,11265184,250530304,3212,0,7260475,0,0,0,32805052,31655012,31578820,948,286096
2018-05-01_15-30-43.416406282,1525181443.417957107,2018-05-01_15-30-43.421360372,1525181443.422858608,0.00,0.02,0.05,567877761232242,248264965472,845421217,1226506910,1074269105,1048710157,0,0,0,0,356793,24,11265189,250554302,3212,0,7260475,0,0,0,32805052,31656596,31580788,948,286100
2018-05-01_15-31-13.459163228,1525181473.460689786,2018-05-01_15-31-13.463966159,1525181473.465444999,0.00,0.02,0.05,567877761233566,248264966616,845421219,1226506919,1074269105,1048710157,0,0,0,0,356819,24,11265193,250578303,3212,0,7260475,0,0,0,32805052,31657516,31581428,948,286100
2018-05-01_15-31-43.502106748,1525181503.503666271,2018-05-01_15-31-43.507041903,1525181503.508556581,0.00,0.02,0.05,567877761234890,248264967760,845421221,1226506919,1074269105,1048710180,0,0,0,0,356846,24,11265198,250602301,3212,0,7260475,0,0,0,32805052,31657780,31581676,948,286100
